,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.0002261992631256,-1.0,5167.0293,5167.0293,5434.522,5434.522,1.1276731,0.12761667,0.12761667,0.1433,0.13581666,0.13581666,0.1465,0.9341617068438536
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1277886208492544,-1.0,274.09363,1084.346,529.3439,2094.1453,0.5364566,0.28368333,0.28368333,0.289,0.5441667,0.5441667,0.5483,0.5332612637346841
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1280517484057907,-1.0,133.9552,2096.5122,133.80396,2094.1453,0.79801667,0.5449833,0.5449833,0.5501,0.5441667,0.5441667,0.5483,0.7746254193410577
alpha_post=60000.00000000002/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.2548722609518697,-1.0,4998.369,80.727516,18558.04,299.72665,0.48064864,0.12366667,0.12366667,0.1351,0.30821666,0.30821666,0.3145,0.4548127320703818
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0003536292646992,-1.0,-1.0,-1.0,-1.0,-1.0,0.2969805,0.28368333,-1.0,0.289,-1.0,-1.0,-1.0,0.2957717258200368
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5505744048414458,-1.0,1295.5057,327.46918,4892.946,1236.8057,0.54831153,0.023633333,0.023633333,0.0244,0.079166666,0.079166666,0.0752,0.4836058910374574
alpha_post=60000.00000000002/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.2000769063471486,-1.0,1295.5057,20.923418,11513.482,185.95163,0.3399219,0.023633333,0.023633333,0.0244,0.18951666,0.18951666,0.1831,0.2485834470847591
alpha_post=15166.394348316875/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.018649147823454,-1.0,1747.6306,6913.8276,1373.7018,5434.522,1.1783514,0.1737,0.1737,0.1844,0.13581666,0.13581666,0.1465,0.9497589917016414
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.103268,3084.814453125,1073.1614,24.265816,4222.1016,88.39151,0.42329782,0.19606666,0.20906667,0.2167,0.54663336,0.5439,0.5473,0.4090652662293524
alpha_post=244.94897427831785/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.455360889434816,-1.0,133.9552,32812.188,22.013422,5392.165,1.6529908,0.5449833,0.5449833,0.5501,0.13421667,0.13421667,0.1452,0.999001684759274
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.7957794,23860.158203125,3047.0603,19.283068,27043.729,155.79224,0.7877517,0.15696667,0.17063333,0.1745,0.901,0.899,0.9,0.7551692791684887
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1277886208492544,-1.0,158.43846,626.8008,873.2647,3454.7356,0.41355658,0.16078334,0.16078334,0.1592,0.9007,0.9007,0.8968,0.3926228307708376
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0004741039,0.9977340698242188,99.85663,100.50956,156.13704,155.79224,0.62479645,0.6094,0.6136,0.6165,0.901,0.899,0.9,0.6243507875319104
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0,-22.810104370117188,155.33644,0.0,132.52634,0.0,0.6326,0.6326,-1.0,0.641,-1.0,-1.0,-1.0,0.6326000128630548
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0323015436171223,-1.0,3457.2798,873.9078,735.64606,185.95163,1.0284524,0.90136665,0.90136665,0.9042,0.18951666,0.18951666,0.1831,0.9600570231690528
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0016013869,34.81622314453125,536.83563,553.42377,643.79364,625.56555,0.09079653,0.0625,0.0643,0.0591,0.076866664,0.0749,0.0754,0.0771367700654082
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.014661272,426.61279296875,99.711464,1320.6204,64.66899,858.96515,0.6947525,0.60913336,0.6131667,0.6158,0.3708,0.37423334,0.3771,0.6899783517142719
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.002969919,75.8721923828125,1147.581,1217.8433,1077.799,1072.189,0.23523518,0.1967,0.20953333,0.2166,0.18896666,0.18816666,0.2008,0.2285007855136028
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.136121943593026,-1.0,158.43846,9809.962,24.587383,1522.3658,1.1942537,0.16078334,0.16078334,0.1592,0.028716667,0.028716667,0.0281,0.9531891900205992
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.02415469,711.415283203125,3047.0603,920.65436,3910.0103,1072.189,0.26686364,0.15696667,0.17063333,0.1745,0.18896666,0.18816666,0.2008,0.2472126682215277
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.010714755,308.21728515625,3295.3052,3537.112,3293.5942,3227.1838,0.24432746,0.17113334,0.18123333,0.1929,0.1656,0.1627,0.174,0.2307374570295053
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.035144784,1041.1181640625,1147.581,4418.0596,871.3878,3100.7483,0.3292609,0.1967,0.20953333,0.2166,0.1594,0.1558,0.1682,0.314627770609587
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.021262478,1262.1767578125,811.9725,0.0,2074.1492,0.0,0.35112458,0.24801667,-1.0,0.255,-1.0,-1.0,-1.0,0.3433260302537831
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00886502,252.7252197265625,219.02953,61.11718,566.4298,155.79224,0.41531044,0.34873334,0.35276666,0.3592,0.901,0.899,0.9,0.4137012305388738
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.048183646,1432.2840576171875,1073.1614,319.35608,3032.755,846.66565,0.35128206,0.19606666,0.20906667,0.2167,0.36436668,0.36896667,0.3701,0.3360903214950095
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0003638294,-2.3105010986328125,234.87584,235.17781,195.308,197.92047,0.3863876,0.3729,0.37343332,0.3763,0.3118,0.3161,0.3237,0.3860038840494901
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.000649743,6.26690673828125,701.84454,197.49878,708.53314,197.92047,0.3267242,0.3087,0.31503335,0.3179,0.3118,0.3161,0.3237,0.3255134658738793
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.23807214,7128.9384765625,3295.3052,268.7624,11002.147,846.66565,0.5161494,0.17113334,0.18123333,0.1929,0.36436668,0.36896667,0.3701,0.5019733541373519
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.041931197,1244.7105712890625,708.40875,54.032646,2054.879,155.79224,0.4545617,0.30976668,0.31113333,0.3172,0.901,0.899,0.9,0.4514873604851424
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.47465461,14226.4130859375,99.85663,17408.768,18.251183,3100.7483,1.0965625,0.6094,0.6136,0.6165,0.1594,0.1558,0.1682,0.9411885685769326
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.12208338,3649.276123046875,99.85663,4798.747,22.574455,1072.189,0.8564662,0.6094,0.6136,0.6165,0.18896666,0.18816666,0.2008,0.8202539772414479
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5431432851610412,-1.0,273.33926,4277.9907,120.29443,1882.7096,0.8047254,0.2836,0.2836,0.2878,0.188,0.188,0.1961,0.7744867718385582
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.6607050427255858,-1.0,3457.2798,13677.3955,312.63138,1236.8057,1.4761297,0.90136665,0.90136665,0.9042,0.079166666,0.079166666,0.0752,0.9999529113687564
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5057726775403539,-1.0,1743.7639,1743.7639,1764.7756,1764.7756,0.67332804,0.17045,0.17045,0.1836,0.17726667,0.17726667,0.1831,0.6584467542337815
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.004202902,112.86167907714844,99.85663,364.62595,56.799244,208.70688,0.65524155,0.6094,0.6136,0.6165,0.3283,0.33253333,0.3393,0.653427561497018
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5245229282436599,-1.0,856.4708,3388.297,475.8986,1882.7096,0.7427814,0.23066667,0.23066667,0.2383,0.188,0.188,0.1961,0.7238792205673845
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1298287373790061,-1.0,839.74445,13.562521,8245.609,133.17296,0.3069663,0.052183334,0.052183334,0.0518,0.8876333,0.8876333,0.8863,0.2401317324314779
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.036982298,1096.2435302734375,708.40875,2579.7446,297.09653,1072.189,0.44574887,0.30976668,0.31113333,0.3172,0.18896666,0.18816666,0.2008,0.4425751517025877
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.3484538432964599,-1.0,4998.369,20.405756,25485.768,104.04521,0.54107165,0.12366667,0.12366667,0.1351,0.43841666,0.43841666,0.4403,0.5190861793944795
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.1886284202337274,-1.0,273.33926,16924.223,87.77173,5434.522,1.3296947,0.2836,0.2836,0.2878,0.13581666,0.13581666,0.1465,0.9793317217106818
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.1934332,5789.77001953125,708.40875,9358.729,240.19908,3100.7483,0.6207596,0.30976668,0.31113333,0.3172,0.1594,0.1558,0.1682,0.6172568001978394
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.055304237,1645.9017333984375,1073.1614,88.03088,2847.9473,216.91493,0.36235592,0.19606666,0.20906667,0.2167,0.3448,0.34536666,0.3564,0.3470953860421555
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0028879377,73.41275024414062,219.02953,804.34735,190.67795,702.583,0.38673294,0.34873334,0.35276666,0.3592,0.30076668,0.3056,0.3136,0.3854837658151161
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.23022656,6893.5712890625,3295.3052,74.08467,10331.707,216.91493,0.51041687,0.17113334,0.18123333,0.1929,0.3448,0.34536666,0.3564,0.4959908265387271
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.004396454,250.2152709960937,274.07416,0.0,524.2894,0.0,0.33133525,0.28445,-1.0,0.2953,-1.0,-1.0,-1.0,0.3279314502759667
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0003603509,-2.41485595703125,646.7641,655.0324,835.9825,846.66565,0.29615626,0.28273332,0.28633332,0.3003,0.36436668,0.36896667,0.3701,0.2949251873797099
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.057396397,1708.66650390625,219.02953,2917.99,81.89501,1072.189,0.51813877,0.34873334,0.35276666,0.3592,0.18896666,0.18816666,0.2008,0.5170590191489093
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.24484886,7332.240234375,219.02953,10585.807,66.21116,3100.7483,0.6986253,0.34873334,0.35276666,0.3592,0.1594,0.1558,0.1682,0.6895941778232759
alpha_post=244.94897427831785/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.6128362470326651,-1.0,133.9552,8294.043,28.502487,1764.7756,1.0985339,0.5449833,0.5449833,0.5501,0.17726667,0.17726667,0.1831,0.9382687098226872
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5613813873726157,-1.0,4998.369,319.36734,32775.14,2094.1453,0.65346915,0.12366667,0.12366667,0.1351,0.5441667,0.5441667,0.5483,0.6332585907281623
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5057726775403539,-1.0,839.74445,839.74445,1236.8057,1236.8057,0.5550614,0.052183334,0.052183334,0.0518,0.079166666,0.079166666,0.0752,0.5096750103222247
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0785094484327962,-1.0,1743.7639,111.416595,4690.976,299.72665,0.36857805,0.17045,0.17045,0.1836,0.30821666,0.30821666,0.3145,0.348487757334784
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0165741548696076,-1.0,1103.9042,70.533195,1628.3955,104.04521,0.3779834,0.28695,0.28695,0.2981,0.43841666,0.43841666,0.4403,0.3733549820284786
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5251639575717677,-1.0,158.43846,2479.696,79.02485,1236.8057,0.67321086,0.16078334,0.16078334,0.1592,0.079166666,0.079166666,0.0752,0.6572757035582995
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.035394796739765,-1.0,133.9552,529.9422,75.76288,299.72665,0.6780149,0.5449833,0.5449833,0.5501,0.30821666,0.30821666,0.3145,0.6730949714849753
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0648320600031544,-1.0,839.74445,53.654892,2910.3003,185.95163,0.23222785,0.052183334,0.052183334,0.0518,0.18951666,0.18951666,0.1831,0.1707816052271873
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.185651108622552,-1.0,1103.9042,17277.035,344.5287,5392.165,1.332333,0.28695,0.28695,0.2981,0.13421667,0.13421667,0.1452,0.9797089697402948
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0101038231802647,-1.0,274.09363,69.28353,411.6148,104.04521,0.35476014,0.28368333,0.28368333,0.289,0.43841666,0.43841666,0.4403,0.3503706674144192
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0335470726587479,-1.0,1103.9042,279.03745,1185.7532,299.72665,0.41646266,0.28695,0.28695,0.2981,0.30821666,0.30821666,0.3145,0.4117046633712459
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.03252774288024711,-1.0,274.09363,274.09363,299.72665,299.72665,0.41121322,0.28368333,0.28368333,0.289,0.30821666,0.30821666,0.3145,0.40619973239866514
