,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.04594296,1365.0633544921875,751.98254,2827.3115,312.496,1022.7617,0.24036345,0.0888,0.09223333,0.0833,0.044566665,0.040433332,0.0422,0.1992056820769242
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0337646187855531,-1.0,108.779305,430.34344,83.67454,331.02612,0.58261526,0.45268333,0.45268333,0.4544,0.34038332,0.34038332,0.3438,0.5819750148089738
alpha_post=60000.00000000002/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.8983629330633809,-1.0,1799.1447,29.057575,54602.066,881.86554,0.70586,0.03565,0.03565,0.0335,0.90961665,0.90961665,0.9108,0.6589430289763922
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.039118953,1160.34326171875,751.98254,59.21793,2006.506,153.39813,0.22865519,0.0888,0.09223333,0.0833,0.24343333,0.24476667,0.2339,0.1890692692631042
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.10764633,6445.2080078125,1759.0618,0.0,8204.27,0.0,0.40163153,0.16963333,-1.0,0.1826,-1.0,-1.0,-1.0,0.3820874753368861
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.73186547,21942.73828125,3226.6785,259.56677,26966.09,2056.2405,0.7683904,0.16346666,0.17426667,0.1823,0.8984,0.9016,0.9,0.740382376498717
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5143991016803016,-1.0,6259.8745,1582.3287,6952.55,1757.4186,0.6642151,0.15706667,0.15706667,0.1671,0.17475,0.17475,0.188,0.6484178710031736
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.45393458,27222.501953125,5234.53,0.0,32457.031,0.0,0.60759413,0.13118333,-1.0,0.1426,-1.0,-1.0,-1.0,0.589320599065867
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5057726775403539,-1.0,1808.7855,1808.7855,1757.4186,1757.4186,0.6847281,0.18185,0.18185,0.1896,0.17475,0.17475,0.188,0.6700365384581537
alpha_post=60000.00000000002/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.8138116582869221,-1.0,6381.165,103.060745,54027.73,872.58954,0.8004584,0.16256666,0.16256666,0.1736,0.9,0.9,0.9,0.7654231388637736
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.2167655810354878,-1.0,1847.981,118.07547,13656.765,872.58954,0.5109488,0.18173334,0.18173334,0.1933,0.9,0.9,0.9,0.4981329498484852
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.800442934036256,-1.0,872.58954,54027.73,84.412796,5226.5483,2.0833097,0.9,0.9,0.9,0.13145,0.13145,0.1427,0.9999999992549418
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.00044762812,0.203460693359375,92.33514,92.5438,93.544846,93.55005,0.59419376,0.57923335,0.5818667,0.5777,0.90686667,0.9085,0.9075,0.5939541856362975
alpha_post=15166.394348316875/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.151204959337714,-1.0,1847.981,467.12015,3710.0776,937.80835,0.4566924,0.18173334,0.18173334,0.1933,0.24266666,0.24266666,0.2539,0.4414949908892392
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.2574521627622869,-1.0,6381.165,407.72015,14677.494,937.80835,0.52135086,0.16256666,0.16256666,0.1736,0.24266666,0.24266666,0.2539,0.5060260378509587
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.1386062845933464,-1.0,103.29613,1616.6718,59.920616,937.80835,0.7021049,0.43885,0.43885,0.4376,0.24266666,0.24266666,0.2539,0.6935452725260876
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.1304494168955114,-1.0,286.46765,1133.299,237.05286,937.80835,0.54979134,0.2944,0.2944,0.3041,0.24266666,0.24266666,0.2539,0.5471391120324933
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.43411216,13010.138671875,3117.8225,19.06716,16202.443,93.55005,0.62382615,0.15793334,0.16933334,0.1684,0.90686667,0.9085,0.9075,0.6096714921082147
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.0002261992631256,-1.0,6259.8745,6259.8745,5226.5483,5226.5483,1.1571232,0.15706667,0.15706667,0.1671,0.13145,0.13145,0.1427,0.94374913959593
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0014506484,30.2940673828125,751.98254,779.35175,735.4405,732.5156,0.11573184,0.0888,0.09223333,0.0833,0.08626667,0.0861,0.0797,0.1049154339593486
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.023098342,1372.32861328125,701.4913,0.0,2073.8198,0.0,0.3224671,0.215,-1.0,0.2283,-1.0,-1.0,-1.0,0.3111546326518417
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.21842091,6539.4013671875,3226.6785,71.54989,9901.94,207.4098,0.49393672,0.16346666,0.17426667,0.1823,0.3412,0.34033334,0.3499,0.4774544007932717
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0003536292646992,-1.0,-1.0,-1.0,-1.0,-1.0,0.30769718,0.2944,-1.0,0.3041,-1.0,-1.0,-1.0,0.3066159454034276
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0,-220.4979858398437,1059.2683,293.79535,752.38477,207.4098,0.46236667,0.46236667,0.46533334,0.4705,0.3412,0.34033334,0.3499,0.4623666728736522
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.1313867282876288,-1.0,718.6836,11.607295,8219.5625,132.75229,0.2999405,0.043633334,0.043633334,0.0428,0.89351666,0.89351666,0.8936,0.2267791466582383
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0125376300708865,-1.0,192.23495,48.59185,525.1833,132.75229,0.27569252,0.19651666,0.19651666,0.1848,0.89351666,0.89351666,0.8936,0.2641814069172635
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.105102636,3139.853759765625,1260.4393,27.620295,4466.2227,93.55005,0.45460743,0.22536667,0.23283334,0.2428,0.90686667,0.9085,0.9075,0.4451689541301429
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.10713127,3200.712890625,92.409065,4421.5264,24.620857,1153.025,0.8103425,0.5789,0.5818,0.5777,0.20916666,0.20683333,0.2147,0.785294871407535
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0031324069,80.746826171875,1260.4393,1318.7085,1175.5027,1153.025,0.26494196,0.22536667,0.23283334,0.2428,0.20916666,0.20683333,0.2147,0.2595405783863084
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.101597779692105,-1.0,1808.7855,29.213282,7492.987,121.017525,0.4072361,0.18185,0.18185,0.1896,0.5004167,0.5004167,0.5095,0.3901655555041702
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.031604826,934.91943359375,3087.536,911.0228,4264.4575,1153.025,0.28317434,0.15746666,0.17143333,0.1724,0.20916666,0.20683333,0.2147,0.2623068172077338
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.010444492,300.109375,3087.536,3304.9844,3218.688,3136.027,0.22973177,0.15746666,0.17143333,0.1724,0.1643,0.16073333,0.173,0.2146808789457482
alpha_post=244.94897427831785/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.3384943306446084,-1.0,104.53538,25605.834,21.337296,5226.5483,1.525484,0.44416666,0.44416666,0.4436,0.13145,0.13145,0.1427,0.9956583911607448
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0325277428802471,-1.0,192.23495,192.23495,881.86554,881.86554,0.32404655,0.19651666,0.19651666,0.1848,0.90961665,0.90961665,0.9108,0.3095520076382125
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.3965208765873229,-1.0,6259.8745,25.55583,29643.117,121.017525,0.60233116,0.15706667,0.15706667,0.1671,0.5004167,0.5004167,0.5095,0.5882426042267161
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.042932317,1274.744140625,1260.4393,4783.9756,887.2351,3136.027,0.37188,0.22536667,0.23283334,0.2428,0.1643,0.16073333,0.173,0.3610137582566066
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.1697212755680093,-1.0,192.23495,11902.524,25.290096,1565.8754,1.2380831,0.19651666,0.19651666,0.1848,0.029633334,0.029633334,0.0301,0.9634111136155048
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.00069552456,28.15951538085937,104.345764,0.0,132.50528,0.0,0.4626817,0.44403332,-1.0,0.4434,-1.0,-1.0,-1.0,0.4626099922111046
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.4281223,12830.443359375,92.409065,16040.297,18.583103,3136.027,1.0415674,0.5789,0.5818,0.5777,0.1643,0.16073333,0.173,0.9193306915794076
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.15046446,4500.7080078125,1260.4393,363.50354,7449.422,2051.7778,0.4996516,0.22536667,0.23283334,0.2428,0.90036666,0.89963335,0.9,0.4916203033226316
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.047133185,1400.7701416015625,1223.6847,96.75174,2735.8127,208.10974,0.36911416,0.2156,0.22363333,0.2291,0.33376667,0.33513334,0.339,0.3569090763766125
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.005787518,160.400146484375,1058.3705,81.2012,1231.1195,93.55005,0.516027,0.46223333,0.46683332,0.4673,0.90686667,0.9085,0.9075,0.516009300935171
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1344309490700666,-1.0,-1.0,-1.0,-1.0,-1.0,0.28565946,0.0264,-1.0,0.0282,-1.0,-1.0,-1.0,0.1969357732598712
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0035290113,92.64495849609376,92.345375,335.79858,57.30149,208.10974,0.620606,0.5786,0.58173335,0.5776,0.33376667,0.33513334,0.339,0.6196424157550886
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0083911650724019,-1.0,104.53538,104.53538,121.017525,121.017525,0.50894,0.44416666,0.44416666,0.4436,0.5004167,0.5004167,0.5095,0.5088887914944515
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0003536292646992,-1.0,-1.0,-1.0,-1.0,-1.0,0.9157805,0.90248334,-1.0,0.9026,-1.0,-1.0,-1.0,0.91018284305646
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0,-769.360107421875,92.409065,1218.799,156.02785,2051.7778,0.5789,0.5789,0.5818,0.5777,0.90036666,0.89963335,0.9,0.5788999819444494
alpha_post=15166.394348316875/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.0234977081418046,-1.0,1847.981,7310.825,1375.6412,5442.195,1.1875906,0.18173334,0.18173334,0.1933,0.13565,0.13565,0.1453,0.9522283690280048
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.19405775,5808.5068359375,697.93036,9295.38,236.75397,3025.6965,0.6192946,0.3078,0.3118,0.3139,0.15733333,0.15513334,0.1672,0.615801689540306
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0008395644,11.9615478515625,1058.3705,1068.668,2053.442,2051.7778,0.48272192,0.46223333,0.46683332,0.4673,0.90036666,0.89963335,0.9,0.482697096087567
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.6399386056719054,-1.0,2953.8276,11685.682,230.67368,912.5716,1.3350916,0.7694333,0.7694333,0.7664,0.057166666,0.057166666,0.0558,0.993884415900068
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.066758126,1989.518310546875,1058.3705,3876.885,324.02872,1153.025,0.64493275,0.46223333,0.46683332,0.4673,0.20916666,0.20683333,0.2147,0.6417408588891074
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0033648165,87.7191162109375,218.44118,60.350807,339.35953,93.55005,0.39258385,0.35156667,0.3523,0.36,0.90686667,0.9085,0.9075,0.3913363407614612
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0012734137237036,-1.0,-1.0,-1.0,-1.0,-1.0,0.93488306,0.90965,-1.0,0.9108,-1.0,-1.0,-1.0,0.9234220798922964
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.058119588,1730.3623046875,225.78967,3032.9248,90.063416,1166.8363,0.533136,0.36266667,0.36996666,0.371,0.2075,0.20766667,0.2156,0.5323738557523532
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0182625644662892,-1.0,1261.316,80.59092,1894.0266,121.017525,0.4218744,0.32631665,0.32631665,0.3302,0.5004167,0.5004167,0.5095,0.4193437812062239
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0664480164288213,-1.0,728.3714,184.1128,3452.0645,872.58954,0.42437452,0.2421,0.2421,0.2499,0.9,0.9,0.9,0.4159414339076253
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5283276342807044,-1.0,1799.1447,454.77563,3610.238,912.5716,0.5496187,0.03565,0.03565,0.0335,0.057166666,0.057166666,0.0558,0.4940641035380021
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.23930795,7166.01318359375,218.44118,10453.066,67.41529,3136.027,0.69747704,0.35156667,0.3523,0.36,0.1643,0.16073333,0.173,0.6886248716882832
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0,-909.9240112304688,218.44118,794.2613,566.0337,2051.7778,0.35156667,0.35156667,0.3523,0.36,0.90036666,0.89963335,0.9,0.3515666765524384
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=20,0.0003747196,-1.983795166015625,218.44118,218.93907,215.45685,217.93854,0.3652546,0.35156667,0.3523,0.36,0.3546,0.35806668,0.3659,0.3647093495260504
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.519692752232932,-1.0,728.3714,2881.521,445.8369,1763.7821,0.75185126,0.2421,0.2421,0.2499,0.16953333,0.16953333,0.1824,0.7318692018220283
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0039579775,223.9066772460937,300.29944,0.0,524.2061,0.0,0.3529525,0.30846667,-1.0,0.3175,-1.0,-1.0,-1.0,0.3504924936628226
alpha_post=244.94897427831785/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5837470942197074,-1.0,104.4442,6466.824,27.642975,1711.5575,0.98393655,0.44368333,0.44368333,0.4441,0.16795,0.16795,0.1815,0.8879810935300141
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.0323015436171223,-1.0,103.29613,408.65137,220.56728,872.58954,0.5659357,0.43885,0.43885,0.4376,0.9,0.9,0.9,0.5655683771675968
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,2.0931726470589647,-1.0,728.3714,11399.628,347.7253,5442.195,1.265128,0.2421,0.2421,0.2499,0.13565,0.13565,0.1453,0.969257950713592
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0,-743.686767578125,2042.0969,155.24054,1237.1635,93.99383,0.89536667,0.89536667,0.8958,0.8972,0.9178,0.91496664,0.9161,0.8953666694807509
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.51300395,30766.6640625,1722.8187,0.0,32489.482,0.0,0.54092693,0.034466665,-1.0,0.0366,-1.0,-1.0,-1.0,0.4834942270127448
alpha_post=15166.394348316875/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1801895786422517,-1.0,1005.2852,254.1092,5194.757,1313.0955,0.3635746,0.06341667,0.06341667,0.0614,0.33963335,0.33963335,0.3396,0.3053359954621901
