,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,comp_sgd_post,comp_sgd_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,risk_sgd_post,risk_sgd_prior,risk_sgd_test,seeger
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_0001.h5/prior=0.0/seed=40,0.6459034,38740.6328125,160.4961,0.0,38901.13,0.0,0.0,0.0,0.5944384,0.02615,-1,0.0249,-1,-1,-1,0.02415,-1,0.0231,0.5374114167018169
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_sum_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,47.389942,2843383.0,164.5,0.0,2843547.5,0.0,0.0,0.0,5.052715,0.18496667,-1,0.1961,-1,-1,-1,0.18508333,-1,0.1966,0.9999999992409412
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_0001.h5/prior=0.0/seed=40,0.22991444,13781.2939453125,0.86326575,0.0,13782.157,0.0,52683.285,0.0,0.59107006,0.25201666,-1,0.2491,-1,-1,-1,0.02415,-1,0.0231,0.5860937896104197
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_l2/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,7.7234845,463395.5,16871.717,0.0,480267.22,0.0,878500.0,0.0,2.8302317,0.8651,-1,0.8676,-1,-1,-1,0.18508333,-1,0.1966,0.9999999994974584
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_001.h5/prior=0.0/seed=40,0.0,-inf,inf,0.0,8520289500000000.0,0.0,0.0,0.0,0.9012833,0.9012833,-1,0.902,-1,-1,-1,0.025166666,-1,0.0237,0.9012833259712908
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_001.h5/prior=0.0/seed=40,0.0,-1737851776.0,1737856800.0,0.0,5005.687,0.0,518399660000.0,0.0,0.8533667,0.8533667,-1,0.8487,-1,-1,-1,0.02415,-1,0.0231,0.8533666746314614
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_001.h5/prior=0.0/seed=40,0.0,-274902908928.0,274902900000.0,0.0,1856.8396,0.0,762986000000.0,0.0,0.8877,0.8877,-1,0.8866,-1,-1,-1,0.02415,-1,0.0231,0.8877000237770374
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_001.h5/prior=0.0/seed=40,0.12296084,7364.07861328125,1.7070677,0.0,7365.7856,0.0,29947.225,0.0,0.5037358,0.25578332,-1,0.256,-1,-1,-1,0.02415,-1,0.0231,0.4983707025864134
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_001.h5/prior=0.0/seed=40,0.759662,45566.1484375,3.0836263,0.0,45569.23,0.0,13855.054,0.0,0.8148376,0.19853333,-1,0.1925,-1,-1,-1,0.02415,-1,0.0231,0.7785705956839011
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_0001.h5/prior=0.0/seed=40,0.07989397,4780.06640625,1.4882812,0.0,4781.5547,0.0,0.0,0.0,0.2245174,0.02465,-1,0.0235,-1,-1,-1,0.02415,-1,0.0231,0.1399439025642916
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=param_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,31.858648,1911505.25,4061.97,0.0,1915567.2,0.0,9822424.0,0.0,4.8911557,0.9,-1,0.9,-1,-1,-1,0.16685,-1,0.1751,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_001.h5/prior=0.0/seed=40,0.0018366517,96.6271514892578,0.054761697,0.0,96.681915,0.0,91556.31,0.0,0.056420557,0.026116667,-1,0.0252,-1,-1,-1,0.02415,-1,0.0231,0.0369660451644476
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_0001.h5/prior=0.0/seed=40,0.17713718,10614.658203125,2.2761056,0.0,10616.935,0.0,11118.417,0.0,0.56092143,0.26331666,-1,0.2633,-1,-1,-1,0.02415,-1,0.0231,0.5567877850748473
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,64.00382,3840215.75,4061.97,0.0,3844277.8,0.0,11735543.0,0.0,6.5278397,0.87081665,-1,0.8726,-1,-1,-1,0.16685,-1,0.1751,0.999999999037509
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=sum_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,3.205269,192302.5625,5651.402,0.0,197953.97,0.0,2585869.5,0.0,2.165952,0.9,-1,0.9,-1,-1,-1,0.16685,-1,0.1751,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_0001.h5/prior=0.0/seed=40,0.3698703,22178.646484375,0.37509316,0.0,22179.021,0.0,17397.406,0.0,0.68809086,0.25805,-1,0.2571,-1,-1,-1,0.02415,-1,0.0231,0.6779047747001146
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_0001.h5/prior=0.0/seed=40,0.007912658,461.1875,40.307617,0.0,501.49512,0.0,0.0,0.0,0.08748269,0.024583334,-1,0.0235,-1,-1,-1,0.02415,-1,0.0231,0.0492694388197224
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_0001.h5/prior=0.0/seed=40,0.21836056,13088.0615234375,0.23686638,0.0,13088.299,0.0,12216.527,0.0,0.5774411,0.24701667,-1,0.2477,-1,-1,-1,0.02415,-1,0.0231,0.5723019416405855
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=40,206.0056,12360322.0,82.0,0.0,12360404.0,0.0,0.0,0.0,10.17318,0.02415,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.9999999990911688
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_0001.h5/prior=0.0/seed=40,0.01676725,992.4630737304688,244.09894,0.0,1236.562,0.0,0.0,0.0,0.38142878,0.28986666,-1,0.2864,-1,-1,-1,0.02415,-1,0.0231,0.3769739267161114
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_001.h5/prior=0.0/seed=40,0.37618285,22557.3984375,24.041016,0.0,22581.44,0.0,0.0,0.0,0.45836174,0.024666667,-1,0.0235,-1,-1,-1,0.02415,-1,0.0231,0.3811623539656761
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=path_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,1.6899511,101383.4921875,140.65887,0.0,101524.15,0.0,402290020.0,0.0,1.8512921,0.9320667,-1,0.9336,-1,-1,-1,0.16685,-1,0.1751,0.9999999994938572
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_001.h5/prior=0.0/seed=40,1.5238982,91420.3203125,39.3125,0.0,91459.63,0.0,0.0,0.0,0.8973303,0.024433333,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.8126108374327975
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_0001.h5/prior=0.0/seed=40,1.2916381,77484.71875,6.78125,0.0,77491.5,0.0,0.0,0.0,0.82804537,0.024416666,-1,0.0231,-1,-1,-1,0.02415,-1,0.0231,0.7618350416134955
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_0001.h5/prior=0.0/seed=40,0.027012015,1607.14892578125,0.0030371503,0.0,1607.152,0.0,370.59,0.0,0.378582,0.26236665,-1,0.261,-1,-1,-1,0.02415,-1,0.0231,0.3718452146316382
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_0001.h5/prior=0.0/seed=40,0.014461649,854.126953125,17.644531,0.0,871.7715,0.0,0.0,0.0,0.11113425,0.0261,-1,0.025,-1,-1,-1,0.02415,-1,0.0231,0.0627496180167311
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_path_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,6703.141,402188448.0,32.0,0.0,402188480.0,0.0,0.0,0.0,58.0596,0.16685,-1,0.1751,-1,-1,-1,0.16685,-1,0.1751,0.9999999992240686
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_001.h5/prior=0.0/seed=40,0.52829236,31683.96875,30.206055,0.0,31714.176,0.0,0.0,0.0,0.5385682,0.024616666,-1,0.0235,-1,-1,-1,0.02415,-1,0.0231,0.4733200417342134
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_001.h5/prior=0.0/seed=40,0.0,-7252894810112.0,7252895000000.0,0.0,13679.418,0.0,699047900000000.0,0.0,0.89063334,0.89063334,-1,0.8951,-1,-1,-1,0.02415,-1,0.0231,0.8906333454651136
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_001.h5/prior=0.0/seed=40,0.20841938,12491.5908203125,5.7070036,0.0,12497.298,0.0,1230893800.0,0.0,1.1718153,0.849,-1,0.8538,-1,-1,-1,0.02415,-1,0.0231,0.9833752235753792
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_0001.h5/prior=0.0/seed=40,0.009444022,553.0693359375,33.941895,0.0,587.0112,0.0,0.0,0.0,0.2389169,0.1702,-1,0.1769,-1,-1,-1,0.17035,-1,0.1779,0.2258158553999594
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_0001.h5/prior=0.0/seed=40,0.033675946,2006.98486328125,0.5869664,0.0,2007.5718,0.0,941.86383,0.0,0.3104279,0.18066667,-1,0.1872,-1,-1,-1,0.16685,-1,0.1751,0.2933913859230395
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_001.h5/prior=0.0/seed=40,0.0027160072,149.3884735107422,0.18855146,0.0,149.57703,0.0,38.8472,0.0,0.43846777,0.40161666,-1,0.4131,-1,-1,-1,0.17035,-1,0.1779,0.4380549004305762
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_0001.h5/prior=0.0/seed=40,0.0010390211,48.769309997558594,0.051216085,0.0,48.820526,0.0,212538.25,0.0,0.19157611,0.16878334,-1,0.1772,-1,-1,-1,0.17035,-1,0.1779,0.1863106306921675
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=40,34484.688,2069081216.0,0.08258994,0.0,2069081200.0,0.0,4199.7764,0.0,131.49054,0.18043333,-1,0.1878,-1,-1,-1,0.16685,-1,0.1751,0.999999999236719
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_0001.h5/prior=0.0/seed=40,0.017457087,1033.853271484375,31.854675,0.0,1065.708,0.0,0.0,0.0,0.26239336,0.16896667,-1,0.1756,-1,-1,-1,0.16685,-1,0.1751,0.246204862736759
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_0001.h5/prior=0.0/seed=40,2.312568,138740.5,1.5306376,0.0,138742.03,0.0,76337.52,0.0,1.5173731,0.44206667,-1,0.4507,-1,-1,-1,0.16685,-1,0.1751,0.9953527569489732
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=40,34484.613,2069076864.0,125.4043,0.0,2069077000.0,0.0,0.0,0.0,131.47917,0.1692,-1,0.1764,-1,-1,-1,0.16685,-1,0.1751,0.9999999992262572
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=40,2315395.0,138923704320.0,0.00036441383,0.0,138923700000.0,0.0,154011.2,0.0,1076.132,0.1684,-1,0.1763,-1,-1,-1,0.16685,-1,0.1751,0.9999999992255122
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_001.h5/prior=0.0/seed=40,0.0001544944,-4.302291870117188,88.4444,0.0,84.142105,0.0,0.0,0.0,0.43898904,0.4302,-1,0.4354,-1,-1,-1,0.16685,-1,0.1751,0.4389166975199267
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_0001.h5/prior=0.0/seed=40,1.174695,70468.1328125,0.15773067,0.0,70468.29,0.0,2050.3455,0.0,1.225486,0.4591,-1,0.4695,-1,-1,-1,0.16685,-1,0.1751,0.9672467864014712
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_0001.h5/prior=0.0/seed=40,0.05901433,3527.287841796875,0.20145145,0.0,3527.4893,0.0,93368.8,0.0,0.35380983,0.18203333,-1,0.1891,-1,-1,-1,0.16685,-1,0.1751,0.336011787693798
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_001.h5/prior=0.0/seed=40,1.6527898,99153.8203125,1.9694766,0.0,99155.79,0.0,462469.53,0.0,1.8119626,0.9029,-1,0.9006,-1,-1,-1,0.18508333,-1,0.1966,0.9999999978296454
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=40,2222776.0,133366562816.0,0.011438946,0.0,133366560000.0,0.0,11165338.0,0.0,1055.1189,0.89498335,-1,0.8947,-1,-1,-1,0.18508333,-1,0.1966,0.999999999217565
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=40,72291.125,4337467392.0,11.898452,0.0,4337467400.0,0.0,89101610.0,0.0,191.0211,0.90125,-1,0.9076,-1,-1,-1,0.16685,-1,0.1751,0.9999999992642552
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_0001.h5/prior=0.0/seed=40,0.21103387,12648.4599609375,0.13861218,0.0,12648.599,0.0,100.32768,0.0,0.507417,0.18258333,-1,0.1933,-1,-1,-1,0.18508333,-1,0.1966,0.4945783825539607
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_0001.h5/prior=0.0/seed=40,0.65054417,39019.078125,92.48828,0.0,39111.566,0.0,0.0,0.0,0.7372096,0.16688333,-1,0.1754,-1,-1,-1,0.16685,-1,0.1751,0.7148832349751761
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=40,0.19384865,11617.3466796875,0.42928866,0.0,11617.776,0.0,6579.727,0.0,0.4917267,0.1804,-1,0.1879,-1,-1,-1,0.16685,-1,0.1751,0.4778951653810028
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_0001.h5/prior=0.0/seed=40,0.17208833,10311.7275390625,0.6002569,0.0,10312.328,0.0,0.0,0.0,0.4623162,0.16898334,-1,0.1757,-1,-1,-1,0.16685,-1,0.1751,0.4452184987596013
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_0001.h5/prior=0.0/seed=40,0.09968231,5967.36669921875,0.12948805,0.0,5967.496,0.0,33506.24,0.0,0.41408467,0.19083333,-1,0.1996,-1,-1,-1,0.16685,-1,0.1751,0.3987456179817297
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_0001.h5/prior=0.0/seed=40,1.1401851,68397.5390625,20.409668,0.0,68417.945,0.0,0.0,0.0,0.9240614,0.16901666,-1,0.1754,-1,-1,-1,0.16685,-1,0.1751,0.8482226264990143
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_0001.h5/prior=0.0/seed=40,0.17228127,10323.3037109375,1.2441882,0.0,10324.548,0.0,12.220124,0.0,0.46246392,0.16896667,-1,0.1757,-1,-1,-1,0.16685,-1,0.1751,0.4453705054419665
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_0001.h5/prior=0.0/seed=40,1.037541,62238.890625,165.61719,0.0,62404.508,0.0,0.0,0.0,0.88762397,0.16736667,-1,0.1759,-1,-1,-1,0.16685,-1,0.1751,0.8262632447374814
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_0001.h5/prior=0.0/seed=40,1.3876939,83248.0625,11.796875,0.0,83259.86,0.0,0.0,0.0,0.99982476,0.16685,-1,0.1757,-1,-1,-1,0.16685,-1,0.1751,0.887273828021117
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_001.h5/prior=0.0/seed=40,6.05275,363151.4375,162.3125,0.0,363313.75,0.0,0.0,0.0,1.9245813,0.18493333,-1,0.1961,-1,-1,-1,0.18508333,-1,0.1966,0.9996690132346135
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=40,0.0,-2348567040.0,2348567000.0,0.0,105.64406,0.0,109629980000.0,0.0,0.9,0.9,-1,0.9,-1,-1,-1,0.16685,-1,0.1751,0.8999999783933168
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=40,2222751.8,133365096448.0,298.375,0.0,133365100000.0,0.0,0.0,0.0,1054.385,0.16685,-1,0.1751,-1,-1,-1,0.16685,-1,0.1751,0.9999999992240686
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=40,2315392.8,138923556864.0,17.25,0.0,138923560000.0,0.0,0.0,0.0,1076.1299,0.16686666,-1,0.1752,-1,-1,-1,0.16685,-1,0.1751,0.999999999224084
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_0001.h5/prior=0.0/seed=40,0.45905915,27529.9765625,8.765625,0.0,27538.742,0.0,0.0,0.0,0.64597577,0.16688333,-1,0.1754,-1,-1,-1,0.16685,-1,0.1751,0.6322739680542371
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=40,69321.08,4159264512.0,89101260.0,0.0,4248365800.0,0.0,0.0,0.0,187.07341,0.9,-1,0.9,-1,-1,-1,0.16685,-1,0.1751,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=40,3.3671076,202012.875,31.75,0.0,202044.62,0.0,0.0,0.0,1.4825851,0.18506667,-1,0.1964,-1,-1,-1,0.18508333,-1,0.1966,0.9910623761562312
